GROUP_ID,GROUP_NAME,GP,W,L,W_PCT,MIN,FG_PCT,FG3_PCT,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PTS,PLUS_MINUS,SUM_TIME_PLAYED,OFF_RATING,DEF_RATING,NET_RATING,PACE,TS_PCT,EFG_PCT,AST_PCT,AST_TO,REB_PCT
-1628392-1630198-1630598-1631114-1642349-,I. Hartenstein - I. Joe - A. Wiggins - J. Williams - A. Mitchell,1,1,0,1.0,5.466667,0.556,0.5,1.0,1,5,6,3,4.0,1,0,15,-1.0,16400,115.4,133.3,-17.9,109.76,0.727,0.667,0.6,0.75,0.6
-1629026-1629652-1630198-1630598-1631119-,K. Williams - L. Dort - I. Joe - A. Wiggins - J. Williams,2,1,1,0.5,5.466667,0.5,0.5,0.0,0,2,2,2,2.0,0,0,9,-5.0,16400,100.0,140.0,-40.0,83.41,0.563,0.563,0.5,1.0,0.5
-1628392-1628983-1630198-1631096-1641717-,I. Hartenstein - S. Gilgeous-Alexander - I. Joe - C. Holmgren - C. Wallace,5,3,2,0.6,5.406667,0.364,0.286,1.0,1,3,4,3,2.0,1,0,14,-1.0,16220,93.3,93.8,-0.4,137.61,0.549,0.455,0.75,1.5,0.417
-1627936-1628983-1631096-1641717-1642272-,A. Caruso - S. Gilgeous-Alexander - C. Holmgren - C. Wallace - J. McCain,3,3,0,1.0,5.401667,0.667,0.5,1.0,0,4,4,4,2.0,3,1,16,7.0,16205,114.3,75.0,39.3,115.52,0.81,0.778,0.667,2.0,0.444
-1627936-1629652-1630598-1631119-1642349-,A. Caruso - L. Dort - A. Wiggins - J. Williams - A. Mitchell,1,1,0,1.0,5.366667,0.556,0.4,0.0,0,2,2,4,3.0,3,0,12,2.0,16100,92.3,76.9,15.4,116.27,0.667,0.667,0.8,1.33,0.375
-1629652-1630198-1630598-1631096-1642349-,L. Dort - I. Joe - A. Wiggins - C. Holmgren - A. Mitchell,1,1,0,1.0,5.333333,0.667,0.5,0.5,2,3,5,4,2.0,1,1,15,5.0,16000,136.4,90.9,45.5,99.0,0.759,0.778,0.667,2.0,0.857
-1628983-1629652-1631119-1641717-1642272-,S. Gilgeous-Alexander - L. Dort - J. Williams - C. Wallace - J. McCain,4,4,0,1.0,5.333333,0.417,0.143,1.0,1,4,5,1,1.0,0,1,13,-1.0,16000,100.0,100.0,0.0,121.5,0.505,0.458,0.2,1.0,0.429
-1627936-1628983-1629652-1631114-1641717-,A. Caruso - S. Gilgeous-Alexander - L. Dort - J. Williams - C. Wallace,4,3,1,0.75,5.323333,0.625,0.5,1.0,1,4,5,4,0.0,0,0,18,6.0,15970,163.6,92.3,71.3,108.2,0.812,0.688,0.8,0.0,0.556
-1628983-1631119-1641717-1642349-1642964-,S. Gilgeous-Alexander - J. Williams - C. Wallace - A. Mitchell - B. Barnhizer,2,2,0,1.0,5.308333,0.25,0.25,0.0,1,2,3,2,1.0,1,1,6,-7.0,15925,66.7,144.4,-77.8,81.38,0.375,0.375,1.0,2.0,0.444
-1629652-1630598-1631096-1631114-1641717-,L. Dort - A. Wiggins - C. Holmgren - J. Williams - C. Wallace,2,2,0,1.0,5.266667,0.556,0.5,1.0,0,2,2,2,2.0,1,1,13,-3.0,15800,108.3,145.5,-37.1,104.81,0.658,0.611,0.4,1.0,0.364
-1628983-1629026-1630598-1631119-1641717-,S. Gilgeous-Alexander - K. Williams - A. Wiggins - J. Williams - C. Wallace,2,1,1,0.5,5.25,0.556,0.25,1.0,0,2,2,4,2.0,3,0,13,-2.0,15750,100.0,115.4,-15.4,118.86,0.658,0.611,0.8,2.0,0.286
-1629652-1630598-1631096-1631119-1641717-,L. Dort - A. Wiggins - C. Holmgren - J. Williams - C. Wallace,3,2,1,0.667,5.233333,0.125,0.167,1.0,1,3,4,0,3.0,0,0,7,-6.0,15700,58.3,108.3,-50.0,110.06,0.359,0.188,0.0,0.0,0.455
-1629026-1630198-1630598-1642349-1642382-,K. Williams - I. Joe - A. Wiggins - A. Mitchell - B. Carlson,2,2,0,1.0,5.216667,0.636,0.4,1.0,1,5,6,6,1.0,2,0,19,9.0,15650,158.3,83.3,75.0,110.42,0.771,0.727,0.857,6.0,0.545
-1627936-1630598-1631119-1641717-1642272-,A. Caruso - A. Wiggins - J. Williams - C. Wallace - J. McCain,1,0,1,0.0,5.166667,0.6,0.571,0.0,2,3,5,4,2.0,1,0,16,5.0,15500,160.0,122.2,37.8,88.26,0.8,0.8,0.667,2.0,0.625
-1629026-1631096-1631114-1631172-1642349-,K. Williams - C. Holmgren - J. Williams - O. Dieng - A. Mitchell,1,1,0,1.0,5.133333,0.333,0.5,1.0,2,2,4,3,0.0,2,0,13,5.0,15400,130.0,80.0,50.0,93.51,0.558,0.389,1.0,0.0,0.5
-1628983-1629026-1631119-1642272-1642349-,S. Gilgeous-Alexander - K. Williams - J. Williams - J. McCain - A. Mitchell,1,1,0,1.0,5.1,0.615,0.4,0.667,2,5,7,4,0.0,0,1,20,9.0,15300,166.7,100.0,66.7,108.24,0.698,0.692,0.5,0.0,0.75
-1627936-1628392-1630598-1631172-1642349-,A. Caruso - I. Hartenstein - A. Wiggins - O. Dieng - A. Mitchell,1,1,0,1.0,5.066667,0.6,0.5,0.0,1,6,7,6,3.0,0,1,15,3.0,15200,150.0,120.0,30.0,94.74,0.75,0.75,1.0,2.0,0.9
-1629026-1629652-1630598-1631114-1642349-,K. Williams - L. Dort - A. Wiggins - J. Williams - A. Mitchell,1,1,0,1.0,5.066667,0.8,0.5,1.0,1,2,3,7,1.0,1,1,23,14.0,15200,209.1,90.0,119.1,99.47,0.943,0.9,0.875,7.0,0.571
-1627936-1630598-1631096-1631114-1641717-,A. Caruso - A. Wiggins - C. Holmgren - J. Williams - C. Wallace,1,0,1,0.0,5.053333,0.444,0.4,0.0,0,1,1,2,2.0,1,0,10,-4.0,15160,83.3,116.7,-33.3,113.98,0.556,0.556,0.5,1.0,0.167
-1628983-1629652-1631096-1641717-1642272-,S. Gilgeous-Alexander - L. Dort - C. Holmgren - C. Wallace - J. McCain,3,3,0,1.0,5.033333,0.222,0.333,0.75,1,5,6,1,0.0,1,1,11,2.0,15100,100.0,69.2,30.8,114.44,0.439,0.278,0.5,0.0,0.538
-1627936-1629652-1630198-1630598-1631119-,A. Caruso - L. Dort - I. Joe - A. Wiggins - J. Williams,3,1,2,0.333,5.016667,0.5,0.5,1.0,0,4,4,4,0.0,1,0,15,6.0,15050,166.7,75.0,91.7,100.47,0.689,0.65,0.8,0.0,0.455
-1627936-1630198-1631096-1631119-1641717-,A. Caruso - I. Joe - C. Holmgren - J. Williams - C. Wallace,1,1,0,1.0,5.0,0.571,0.667,1.0,0,6,6,3,2.0,3,1,20,6.0,15000,142.9,100.0,42.9,134.4,0.877,0.714,0.75,1.5,0.583
-1628392-1628983-1629652-1630198-1631114-,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - I. Joe - J. Williams,1,0,1,0.0,5.0,0.273,0.429,1.0,2,6,8,2,1.0,1,3,11,7.0,15000,110.0,36.4,73.6,100.8,0.463,0.409,0.667,2.0,0.381
-1628392-1628983-1629652-1630198-1631096-,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren,4,3,1,0.75,4.988333,0.667,0.5,0.0,3,4,7,1,0.0,1,0,17,4.0,14965,154.5,108.3,46.2,110.66,0.683,0.708,0.125,0.0,0.818
-1627936-1628983-1630198-1631119-1642382-,A. Caruso - S. Gilgeous-Alexander - I. Joe - J. Williams - B. Carlson,1,1,0,1.0,4.983333,0.5,0.333,0.0,0,5,5,2,1.0,1,0,12,5.0,14950,109.1,53.8,55.2,115.59,0.6,0.6,0.4,2.0,0.462
-1627936-1628983-1629652-1641717-1642382-,A. Caruso - S. Gilgeous-Alexander - L. Dort - C. Wallace - B. Carlson,3,3,0,1.0,4.983333,0.444,0.25,1.0,1,4,5,4,2.0,2,0,11,2.0,14950,91.7,75.0,16.7,115.59,0.557,0.5,1.0,2.0,0.636
-1627936-1628983-1630598-1631096-1631119-,A. Caruso - S. Gilgeous-Alexander - A. Wiggins - C. Holmgren - J. Williams,2,2,0,1.0,4.933333,0.5,0.667,0.0,1,5,6,4,0.0,1,0,12,5.0,14800,133.3,77.8,55.6,87.57,0.6,0.6,0.8,0.0,0.636
-1629026-1630198-1630598-1631096-1631172-,K. Williams - I. Joe - A. Wiggins - C. Holmgren - O. Dieng,2,1,1,0.5,4.916667,0.444,0.333,1.0,0,3,3,4,1.0,0,0,12,2.0,14750,120.0,90.9,29.1,102.51,0.607,0.556,1.0,4.0,0.6
-1628983-1629652-1630198-1642349-1642382-,S. Gilgeous-Alexander - L. Dort - I. Joe - A. Mitchell - B. Carlson,3,3,0,1.0,4.916667,0.333,0.0,1.0,1,4,5,0,1.0,1,0,8,-1.0,14750,66.7,81.8,-15.2,112.27,0.405,0.333,0.0,0.0,0.429
-1628983-1629026-1629652-1630198-1631119-,S. Gilgeous-Alexander - K. Williams - L. Dort - I. Joe - J. Williams,4,3,1,0.75,4.895,0.75,0.75,1.0,1,2,3,6,2.0,0,1,20,7.0,14685,200.0,144.4,55.6,93.16,0.98,0.938,1.0,3.0,0.8
-1627936-1628983-1630198-1631096-1631119-,A. Caruso - S. Gilgeous-Alexander - I. Joe - C. Holmgren - J. Williams,3,3,0,1.0,4.875,0.625,0.667,0.875,0,3,3,4,0.0,3,0,19,11.0,14625,158.3,80.0,78.3,108.31,0.825,0.75,0.8,0.0,0.556
-1628983-1629652-1630598-1631096-1631172-,S. Gilgeous-Alexander - L. Dort - A. Wiggins - C. Holmgren - O. Dieng,1,1,0,1.0,4.85,0.556,0.5,0.0,2,3,5,3,2.0,0,2,11,2.0,14550,122.2,100.0,22.2,89.07,0.611,0.611,0.6,1.5,0.556
-1628983-1630198-1642349-1642382-1642964-,S. Gilgeous-Alexander - I. Joe - A. Mitchell - B. Carlson - B. Barnhizer,2,2,0,1.0,4.786667,0.286,0.5,1.0,2,4,6,1,1.0,0,1,8,-1.0,14360,88.9,90.0,-1.1,95.26,0.508,0.429,0.5,1.0,0.438
-1628392-1630198-1630598-1631114-1641717-,I. Hartenstein - I. Joe - A. Wiggins - J. Williams - C. Wallace,1,1,0,1.0,4.733333,0.556,0.667,0.5,2,3,5,5,2.0,1,2,13,2.0,14200,130.0,100.0,30.0,106.48,0.658,0.667,1.0,2.5,0.556
-1629026-1630598-1641717-1642382-1642959-,K. Williams - A. Wiggins - C. Wallace - B. Carlson - C. Youngblood,1,1,0,1.0,4.683333,0.417,0.2,0.0,3,2,5,2,1.0,2,0,11,0.0,14050,122.2,110.0,12.2,97.37,0.458,0.458,0.4,2.0,0.5
-1628392-1629026-1629652-1630198-1641717-,I. Hartenstein - K. Williams - L. Dort - I. Joe - C. Wallace,2,1,1,0.5,4.666667,0.5,0.75,1.0,1,0,1,3,1.0,0,1,15,-4.0,14000,166.7,211.1,-44.4,92.57,0.868,0.75,1.0,3.0,0.25
-1629026-1629652-1630598-1631096-1641717-,K. Williams - L. Dort - A. Wiggins - C. Holmgren - C. Wallace,4,3,1,0.75,4.62,0.364,0.667,0.5,6,6,12,4,1.0,0,0,12,1.0,13860,100.0,91.7,8.3,124.68,0.47,0.455,1.0,4.0,0.706
-1627936-1630198-1631096-1631119-1642272-,A. Caruso - I. Joe - C. Holmgren - J. Williams - J. McCain,2,1,1,0.5,4.616667,0.444,0.333,0.0,1,5,6,1,2.0,2,1,9,0.0,13850,90.0,75.0,15.0,114.37,0.5,0.5,0.25,0.5,0.462
-1627936-1628392-1628983-1630198-1631119-,A. Caruso - I. Hartenstein - S. Gilgeous-Alexander - I. Joe - J. Williams,1,1,0,1.0,4.615,0.75,0.0,0.0,1,4,5,4,1.0,1,3,12,5.0,13845,150.0,77.8,72.2,88.41,0.75,0.75,0.667,4.0,0.625
-1627936-1628392-1628983-1629652-1630598-,A. Caruso - I. Hartenstein - S. Gilgeous-Alexander - L. Dort - A. Wiggins,2,1,1,0.5,4.615,0.333,0.3,0.0,3,4,7,4,0.0,1,1,11,5.0,13845,122.2,66.7,55.6,93.61,0.442,0.458,1.0,0.0,0.571
-1630598-1631205-1642260-1642272-1642964-,A. Wiggins - B. Boeheim - N. Topić - J. McCain - B. Barnhizer,1,0,1,0.0,4.6,0.167,0.25,1.0,1,4,5,1,2.0,0,0,7,3.0,13800,70.0,44.4,25.6,99.13,0.451,0.25,1.0,0.5,0.455
-1628983-1629026-1629652-1641717-1642349-,S. Gilgeous-Alexander - K. Williams - L. Dort - C. Wallace - A. Mitchell,2,2,0,1.0,4.6,0.455,0.2,0.0,0,4,4,1,0.0,4,1,11,5.0,13800,100.0,54.5,45.5,114.78,0.5,0.5,0.2,0.0,0.417
-1629026-1630198-1631119-1631172-1642964-,K. Williams - I. Joe - J. Williams - O. Dieng - B. Barnhizer,2,2,0,1.0,4.588333,0.167,0.2,0.0,0,3,3,1,1.0,0,0,3,-8.0,13765,37.5,122.2,-84.7,88.92,0.25,0.25,1.0,1.0,0.333
-1629652-1630598-1631114-1631119-1641717-,L. Dort - A. Wiggins - J. Williams - J. Williams - C. Wallace,2,2,0,1.0,4.583333,0.444,0.2,0.5,1,3,4,1,0.0,2,0,10,-2.0,13750,76.9,92.3,-15.4,136.15,0.506,0.5,0.25,0.0,0.364
-1627936-1628392-1630598-1642272-1642349-,A. Caruso - I. Hartenstein - A. Wiggins - J. McCain - A. Mitchell,1,1,0,1.0,4.566667,0.429,0.5,0.0,0,3,3,3,3.0,1,0,8,-7.0,13700,80.0,136.4,-56.4,110.36,0.571,0.571,1.0,1.0,0.375
-1629652-1631096-1631114-1631119-1641717-,L. Dort - C. Holmgren - J. Williams - J. Williams - C. Wallace,2,2,0,1.0,4.566667,0.75,0.5,1.0,1,5,6,4,1.0,0,0,16,12.0,13700,177.8,50.0,127.8,89.34,0.858,0.813,0.667,4.0,0.857
-1629026-1629652-1630598-1631119-1641717-,K. Williams - L. Dort - A. Wiggins - J. Williams - C. Wallace,2,1,1,0.5,4.54,0.571,0.667,1.0,0,3,3,3,2.0,2,0,12,1.0,13620,120.0,91.7,28.3,116.3,0.761,0.714,0.75,1.5,0.364
-1629026-1630198-1630598-1631119-1642959-,K. Williams - I. Joe - A. Wiggins - J. Williams - C. Youngblood,1,0,1,0.0,4.533333,0.375,0.333,0.0,0,6,6,3,2.0,0,1,7,-1.0,13600,63.6,80.0,-16.4,111.18,0.438,0.438,1.0,1.5,0.462
-1629652-1630198-1630598-1631096-1631119-,L. Dort - I. Joe - A. Wiggins - C. Holmgren - J. Williams,1,1,0,1.0,4.533333,0.7,0.25,0.5,1,3,4,4,0.0,1,0,16,4.0,13600,160.0,120.0,40.0,105.88,0.735,0.75,0.571,0.0,0.571
-1628983-1630598-1631119-1642349-1642964-,S. Gilgeous-Alexander - A. Wiggins - J. Williams - A. Mitchell - B. Barnhizer,2,2,0,1.0,4.518333,0.714,0.0,1.0,0,2,2,1,2.0,2,0,17,1.0,13555,141.7,145.5,-3.8,122.17,0.843,0.714,0.2,0.5,0.333
-1628983-1629026-1630198-1641717-1642349-,S. Gilgeous-Alexander - K. Williams - I. Joe - C. Wallace - A. Mitchell,2,1,1,0.5,4.516667,0.429,0.0,0.0,0,0,0,1,1.0,0,1,6,-11.0,13550,66.7,212.5,-145.8,90.33,0.429,0.429,0.333,1.0,0.125
-1627936-1628392-1629652-1630198-1642272-,A. Caruso - I. Hartenstein - L. Dort - I. Joe - J. McCain,1,1,0,1.0,4.466667,0.25,0.25,0.0,2,4,6,1,4.0,3,1,5,0.0,13400,50.0,50.0,0.0,107.46,0.296,0.313,0.5,0.25,0.615
-1627936-1629026-1631096-1631114-1642349-,A. Caruso - K. Williams - C. Holmgren - J. Williams - A. Mitchell,1,1,0,1.0,4.433333,0.286,0.5,1.0,1,4,5,1,2.0,0,1,9,-2.0,13300,81.8,110.0,-28.2,113.68,0.514,0.357,0.5,0.5,0.5
-1627936-1629026-1630198-1631096-1642349-,A. Caruso - K. Williams - I. Joe - C. Holmgren - A. Mitchell,1,1,0,1.0,4.433333,0.6,0.5,0.75,0,1,1,3,2.0,0,0,10,-4.0,13300,125.0,200.0,-75.0,81.2,0.74,0.7,1.0,1.5,0.5
-1627936-1628983-1630598-1631114-1631119-,A. Caruso - S. Gilgeous-Alexander - A. Wiggins - J. Williams - J. Williams,2,2,0,1.0,4.416667,0.545,0.333,0.5,1,4,5,1,1.0,2,3,15,11.0,13250,125.0,36.4,88.6,124.98,0.631,0.636,0.167,1.0,0.455
-1628983-1630198-1631119-1631172-1641717-,S. Gilgeous-Alexander - I. Joe - J. Williams - O. Dieng - C. Wallace,2,1,1,0.5,4.416667,0.625,0.333,1.0,1,4,5,3,1.0,0,0,14,9.0,13250,140.0,62.5,77.5,97.81,0.751,0.688,0.6,3.0,0.75
-1627936-1629026-1630198-1630598-1631119-,A. Caruso - K. Williams - I. Joe - A. Wiggins - J. Williams,2,2,0,1.0,4.4,0.667,0.333,0.5,0,2,2,1,2.0,2,0,10,-4.0,13200,83.3,127.3,-43.9,125.45,0.727,0.75,0.25,0.5,0.222
-1629026-1630598-1631119-1642272-1642964-,K. Williams - A. Wiggins - J. Williams - J. McCain - B. Barnhizer,2,1,1,0.5,4.371667,0.143,0.143,1.0,0,2,2,1,0.0,0,0,5,-9.0,13115,62.5,155.6,-93.1,93.33,0.317,0.214,1.0,0.0,0.2
-1627936-1628392-1629652-1641717-1642349-,A. Caruso - I. Hartenstein - L. Dort - C. Wallace - A. Mitchell,2,2,0,1.0,4.366667,0.667,0.0,1.0,0,4,4,3,2.0,2,0,10,2.0,13100,111.1,80.0,31.1,104.43,0.727,0.667,0.75,1.5,0.5
-1627936-1628983-1631096-1631119-1642349-,A. Caruso - S. Gilgeous-Alexander - C. Holmgren - J. Williams - A. Mitchell,3,3,0,1.0,4.346667,0.75,0.5,1.0,0,2,2,1,2.0,2,2,15,8.0,13040,150.0,77.8,72.2,104.91,0.997,0.875,0.333,0.5,0.4
-1628983-1630598-1631119-1642272-1642349-,S. Gilgeous-Alexander - A. Wiggins - J. Williams - J. McCain - A. Mitchell,1,1,0,1.0,4.335,0.5,0.4,0.8,0,1,1,2,0.0,0,0,14,-3.0,13005,140.0,188.9,-48.9,105.19,0.686,0.625,0.5,0.0,0.167
-1627936-1630598-1631119-1641717-1642349-,A. Caruso - A. Wiggins - J. Williams - C. Wallace - A. Mitchell,4,2,2,0.5,4.328333,0.375,0.333,0.0,0,2,2,3,1.0,3,0,7,0.0,12985,77.8,63.6,14.1,110.9,0.438,0.438,1.0,3.0,0.2
-1628392-1628983-1630198-1631096-1642272-,I. Hartenstein - S. Gilgeous-Alexander - I. Joe - C. Holmgren - J. McCain,1,1,0,1.0,4.316667,0.5,0.5,0.0,2,5,7,4,0.0,0,0,11,0.0,12950,122.2,110.0,12.2,105.64,0.506,0.55,0.8,0.0,0.636
-1630198-1631119-1631172-1642349-1642382-,I. Joe - J. Williams - O. Dieng - A. Mitchell - B. Carlson,2,2,0,1.0,4.3,0.375,0.5,0.0,1,3,4,3,2.0,1,0,8,-6.0,12900,88.9,127.3,-38.4,111.63,0.5,0.5,1.0,1.5,0.5
-1627936-1630198-1631096-1641717-1642349-,A. Caruso - I. Joe - C. Holmgren - C. Wallace - A. Mitchell,2,2,0,1.0,4.266667,0.429,0.5,0.0,1,0,1,2,2.0,1,0,8,-4.0,12800,100.0,133.3,-33.3,95.62,0.571,0.571,0.667,1.0,0.25
-1628983-1629026-1630598-1642349-1642382-,S. Gilgeous-Alexander - K. Williams - A. Wiggins - A. Mitchell - B. Carlson,1,1,0,1.0,4.261667,0.833,0.0,1.0,1,4,5,4,2.0,0,0,14,5.0,12785,140.0,100.0,40.0,107.0,0.902,0.833,0.8,2.0,0.833
-1627936-1629026-1631096-1631114-1641717-,A. Caruso - K. Williams - C. Holmgren - J. Williams - C. Wallace,1,1,0,1.0,4.25,0.5,0.0,0.0,0,6,6,4,1.0,1,0,8,-2.0,12750,88.9,100.0,-11.1,107.29,0.5,0.5,1.0,4.0,0.6
-1630598-1642260-1642272-1642362-1642382-,A. Wiggins - N. Topić - J. McCain - P. Sandfort - B. Carlson,1,0,1,0.0,4.25,0.778,0.5,0.333,0,4,4,5,0.0,2,1,17,10.0,12750,170.0,77.8,92.2,107.29,0.824,0.889,0.714,0.0,0.5
-1629026-1630198-1642382-1642959-1642964-,K. Williams - I. Joe - B. Carlson - C. Youngblood - B. Barnhizer,2,0,2,0.0,4.233333,0.667,1.0,0.0,1,3,4,3,1.0,0,1,13,0.0,12700,144.4,130.0,14.4,107.72,0.722,0.722,0.5,3.0,0.571
-1627936-1628983-1630598-1631096-1642349-,A. Caruso - S. Gilgeous-Alexander - A. Wiggins - C. Holmgren - A. Mitchell,3,1,2,0.333,4.223333,0.333,0.0,1.0,0,3,3,1,4.0,0,0,6,0.0,12670,54.5,75.0,-20.5,107.97,0.436,0.333,0.5,0.25,0.556
-1628983-1629026-1629652-1631114-1641717-,S. Gilgeous-Alexander - K. Williams - L. Dort - J. Williams - C. Wallace,2,1,1,0.5,4.2,1.0,1.0,0.0,0,4,4,3,1.0,2,0,13,9.0,12600,162.5,44.4,118.1,97.14,1.083,1.083,0.5,3.0,1.0
-1629652-1630198-1631119-1641717-1642272-,L. Dort - I. Joe - J. Williams - C. Wallace - J. McCain,3,2,1,0.667,4.183333,0.3,0.333,1.0,2,3,5,3,1.0,0,0,9,-2.0,12550,100.0,122.2,-22.2,103.27,0.431,0.4,1.0,3.0,0.455
-1629026-1630198-1641717-1642260-1642964-,K. Williams - I. Joe - C. Wallace - N. Topić - B. Barnhizer,1,0,1,0.0,4.15,0.143,0.2,0.0,0,2,2,1,1.0,1,0,3,-5.0,12450,42.9,133.3,-90.5,75.18,0.214,0.214,1.0,1.0,0.308
